"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"192841";"1";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08342411000258";"BRASILIA ALVORADA HOTEL";"075811";"2009-09-02";;"220.42"
"197300";"1";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08342411000258";"BRASILIA ALVORADA HOTEL";"078043";"2009-09-24";;"151.79"
"192848";"1";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08342411000258";"BRASÍLIA ALVORADA HOTEL";"076435";"2009-09-09";;"335.5"
"192847";"1";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08342411000258";"BRASÍLIA ALVORADA HOTEL";"076437";"2009-09-09";;"416.35"
"197303";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ - S.A.";"694933";"2009-09-27";;"7.5"
"197302";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINOS DO PARANÁ S.A.";"948212";"2009-09-27";;"7.5"
"192844";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"75154633000153";"CHAPARRAL COMB. E LUB. LTDA.";"452897";"2009-09-04";;"50"
"157152";"1";"2009";"4";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03344168000102";"Hotel Globo";"04722";"2009-04-24";;"240"
"157142";"3";"2009";"4";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05339288000147";"Parabelém Rent a Car Ltda.";;"2009-04-30";;"6282"
"157143";"1";"2009";"4";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04870663000118";"Posto Chermont Ltda.";"4816";"2009-04-30";;"2277.15"
"166370";"3";"2009";"5";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04949426000147";"Engenharia e Planejamento Ltda.";;"2009-05-29";;"1708"
"166377";"1";"2009";"5";"FLEXA RIBEIRO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"84145283000150";"BRAZZ BRAZZ LtDA.";"97355";"2009-05-19";;"275.71"
"166374";"4";"2009";"5";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04895728000180";"Centrais Elétricas do Pará S/A";;"2009-05-28";;"671.05"
"166373";"4";"2009";"5";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04945341000190";"Companhia de Saneamento do Pará ";;"2009-05-04";;"62.01"
"166369";"1";"2009";"5";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"05687034000110";"Máxima Sistema de Segurança  Ltda.";"009300";"2009-05-11";;"794.6"
"166375";"4";"2009";"5";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"72820822002769";"SKY Brasil Serviços Ltda. ";"087542626";"2009-05-23";;"62.85"
"166379";"4";"2009";"5";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02012862000160";"TAM Linhas Aéreas S.A.";"9620632";"2009-05-13";;"64.3"
"166380";"4";"2009";"5";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02012862000160";"TAM Línhas Aéreas S.A.";"9631375";"2009-05-19";;"73.3"
"166371";"4";"2009";"5";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"33000118000179";"Telemar Norte Leste S/A";;"2009-05-01";;"1563.01"
"166372";"4";"2009";"5";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"33000118000179";"Telemar Norte Leste S/A";;"2009-05-04";;"354.2"
"166376";"1";"2009";"5";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07838407000131";"California Hotel Ltda.";"1245";"2009-05-03";;"276.5"
"166378";"2";"2009";"5";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07022274000120";"Guimes Restaurante Ltda.";"054145";"2009-05-17";;"245.19"
"166368";"3";"2009";"5";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05339288000147";"Parabelém Rent a Car Ltda.";;"2009-05-30";;"6282"
"166367";"1";"2009";"5";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04870663000118";"Posto Chermont Ltda.";"4846";"2009-05-29";;"2463.72"
"173137";"4";"2009";"6";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04895728000180";"Centrais Elétricas do Pará S/A.";;"2009-06-26";;"711.57"
"195345";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASILEIRA DE DISTRIBUIÇÃO";"433730";"2009-09-12";;"69.94"
"195346";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASILEIRA DE DISTRIBUIÇÃO";"435174";"2009-09-13";;"60.95"
"195351";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASILEIRA DE DISTRIBUIÇÃO";"223033";"2009-09-19";;"71.57"
"197307";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASILEIRA DE DISTRIBUIÇÃO";"231937";"2009-09-27";;"63.02"
"197308";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASILEIRA DE DISTRIBUIÇÃO";"232863";"2009-09-28";;"50.01"
"195352";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASLILEIRA DE DISTRIBUIÇÃO";"224412";"2009-09-20";;"20.55"
"195335";"1";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"85090827000196";"CORREIO - PAROLIN";"12393";"2009-09-04";;"125.05"
"192846";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00213693000109";"EMERSON PIOVESAN ME";"168639";"2009-09-07";;"53.03"
"195353";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00213693000109";"EMERSON PIOVESAN ME";"173862";"2009-09-19";;"100"
"197301";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00213693000109";"EMERSON PIOVESAN ME";"176658";"2009-09-25";;"98.59"
"195349";"1";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02989654001197";"MELHOR POSTO DE COMBUSTÍVEIS LTDA.";"47496";"2009-09-21";;"100"
"195348";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00540252000103";"PAPELARIA ABC COMERCIO E INDUSTRIA LTDA.";"148459";"2009-09-08";;"107.7"
"192845";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04477693000401";"PETROBRAX COM. DE DERIVADOS LTDA.";"008613";"2009-09-04";;"106"
"200139";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"79173639000200";"POSTO BERTOLDI";"202813";"2009-09-21";;"58.02"
"195340";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"75154633000153";"POSTO CHAPARRAL";"454552";"2009-09-09";;"61.01"
"200131";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"75154633000153";"POSTO CHAPARRAL";"457786";"2009-09-14";;"50"
"195339";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07261635000191";"POSTO CURITIBANO";"361554";"2009-09-06";;"55.67"
"200130";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07261635000191";"POSTO CURITIBANO";"363901";"2009-09-14";;"59.5"
"200138";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07261635000191";"POSTO CURITIBANO";"366229";"2009-09-21";;"65.37"
"200143";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07261635000191";"POSTO CURITIBANO";"369280";"2009-09-30";;"109.2"
"195337";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"45528";"2009-09-04";;"93.01"
"195336";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"45534";"2009-09-04";;"101.47"
"195342";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"45812";"2009-09-09";;"114.01"
"173138";"4";"2009";"6";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04945341000190";"Companhia de Saneamento do Pará.";;"2009-06-04";;"60.8"
"173134";"3";"2009";"6";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04949426000147";"Engenharia e Planejamento Ltda.";;"2009-06-30";;"1708"
"173135";"4";"2009";"6";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33000118000179";"Telemar Norte Leste S/A.";;"2009-06-01";;"1371.2"
"173136";"4";"2009";"6";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33000118000179";"Telemar Norte Leste S/A.";;"2009-06-04";;"354.2"
"173133";"1";"2009";"6";"FLEXA RIBEIRO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05687034000110";"Máxima Sistema de Segurança Ltda.";"009627";"2009-06-09";;"794.6"
"173139";"4";"2009";"6";"FLEXA RIBEIRO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"72820822002769";"SKY Brasil Serviços Ltda.";"089301253";"2009-06-23";;"62.12"
"182896";"4";"2009";"6";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"06351105000171";"SM Informática e Comércio Ltda.";"0920";"2009-06-05";;"80"
"182894";"3";"2009";"6";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03434532000125";"Brasil Rent a Car Ltda.";;"2009-06-24";;"240"
"182895";"3";"2009";"6";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03434532000125";"Brasil Rent a Car Ltda.";;"2009-06-24";;"1200"
"173140";"1";"2009";"6";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07022274000120";"Guimes Restaurante Ltda.";"4993";"2009-06-16";;"630"
"173131";"3";"2009";"6";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05339288000147";"Parabelém Rent a Car Ltda.";;"2009-06-30";;"6282"
"173132";"1";"2009";"6";"FLEXA RIBEIRO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04870663000118";"Posto Chermont Ltda.";"4879";"2009-06-30";;"1426.15"
"182900";"3";"2009";"7";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04949426000147";"Engenharia e Planejamento Ltda.";;"2009-07-30";;"1708"
"182907";"1";"2009";"7";"FLEXA RIBEIRO";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05284376000199";"N.T. Comércio e Serviços Ltda.";"495";"2009-07-08";;"255"
"182904";"4";"2009";"7";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04895728000180";"Centrais Elétricas do Pará S/A";;"2009-07-30";;"859.69"
"182903";"4";"2009";"7";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04945341000190";"Companhia de Saneamento do Pará - COSANPA";;"2009-07-04";;"60.8"
"182906";"4";"2009";"7";"FLEXA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04929683000117";"Delta Publicidade S/A";;"2009-07-07";;"83"
"195341";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"45783";"2009-09-09";;"193.02"
"195344";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"45864";"2009-09-10";;"92.04"
"195343";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"45873";"2009-09-10";;"100.01"
"200132";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"46302";"2009-09-16";;"113.04"
"200134";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"46409";"2009-09-17";;"130.94"
"200136";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"46593";"2009-09-19";;"116.04"
"200137";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"46649";"2009-09-20";;"122.08"
"200141";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"47117";"2009-09-28";;"123.02"
"200144";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"POSTO OMS";"47290";"2009-09-30";;"56"
"195338";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03548333000148";"POSTO PETRO";"26411";"2009-09-06";;"80.7"
"200135";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00213693000109";"POSTO PIOVESAN";"173582";"2009-09-18";;"50"
"200133";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08546900000140";"POSTO RAIO DE SOL";"110359";"2009-09-16";;"58"
"200140";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08546900000140";"POSTO RAIO DE SOL";"112063";"2009-09-25";;"50"
"200142";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08546900000140";"POSTO RAIO DE SOL";"112684";"2009-09-29";;"20"
"192850";"1";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37132248000116";"RESTAURANTE TAIOBA LTDA.";"23075";"2009-09-10";;"23.42"
"197305";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221531000563";"RODONORTE - CONCESSIONÁRIA DE RODOVIAS INTEGRADAS S.A.";"111697";"2009-09-27";;"5.5"
"197304";"2";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221531000563";"RODONORTE - CONCESSIONÁRIA DE RODOVIAS INTEGRADAS S.A.";"111457";"2009-09-27";;"5.5"
"192842";"3";"2009";"9";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"36095792000172";"TRANSCOOTOUR";"687386";"2009-09-03";;"99"
"206205";"4";"2009";"10";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76535764000143";"BRASIL TELECOM";"0910.001165007";"2009-10-04";;"554.86"
"206204";"4";"2009";"10";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76535764000143";"BRASIL TELECOM";"0910.001393768";"2009-10-04";;"1771.62"
"209895";"1";"2009";"10";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"01389900000135";"HILÁRIO RIBAS";"4605";"2009-10-16";;"90"
"200147";"1";"2009";"10";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05538275000105";"INTERSEPT LTDA.";"15121";"2009-10-01";;"227.66"
"209893";"1";"2009";"10";"FLÁVIO ARNS";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05538275000105";"INTERSEPT LTDA.";"1466";"2009-10-28";;"114"
"158690";"5";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"04101555000180";"STAFF COMPUTER LTDA.";"9000000000001200530";"2009-05-20";;"22.9"
"166273";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"09363982000150";"MARREIRO LEÃO & ASSOCIADOS";"035";"2009-05-25";;"3000"
"162244";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"63605703000163";"AUTO POSTO JUNIOR LTDA";"7683";"2009-05-22";;"919.3"
"162241";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00097626000168";"BRASAL COMBUSTÍVEIS LTDA";"15565";"2009-05-14";;"90"
"166276";"2";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00038505000730";"CONVER COMBUSTÍVEIS VEÍCULOS REPRESENT. LTDA";"006290";"2009-05-29";;"100"
"158682";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06039862000104";"D. M. S. BORGES";"5681";"2009-05-01";;"61.96"
"158684";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06039862000104";"D. M. S. BORGES";"5686";"2009-05-03";;"64.92"
"162242";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06039862000104";"D. M. S. BORGES";"5893";"2009-05-21";;"135.32"
"162245";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06039862000104";"D. M. S. BORGES";"5908";"2009-05-22";;"110.56"
"166271";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06039862000104";"D.M.S. BORGES";"5928";"2009-05-24";;"100.56"
"158691";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00366518000143";"IR FATUR-TURISMO E HOTELARIA S.A.";"192517";"2009-05-20";;"587.9"
"166272";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03379076000168";"M. FREIRE DA COSTA - ME";"9465";"2009-05-24";;"741"
"158683";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03379076000168";"M.FREIRE DA COSTA-ME";"09345";"2009-05-03";;"375"
"162246";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14315998000128";"POSTO BONZÃO LTDA";"5445";"2009-05-23";;"2174.1"
"162243";"1";"2009";"5";"GERALDO MESQUITA JÚNIOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05693634000190";"TREVO TRANSPORTES E COMÉRCIOS DE DERIVADOS DE PETRÓLEO LTDA";"0001";"2009-05-21";;"5000"
"170019";"4";"2009";"6";"GERALDO MESQUITA JÚNIOR";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76535764032770";"BRASIL TELECOM SA";"090600027928";"2009-06-27";;"184.3"
"170014";"1";"2009";"6";"GERALDO MESQUITA JÚNIOR";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04065033000170";"COMPANHIA DE ELETRICIDADE DO ACRE";"68717";"2009-06-16";;"14.08"
"170015";"1";"2009";"6";"GERALDO MESQUITA JÚNIOR";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04065033000170";"COMPANHIA DE ELETRICIDADE DO ACRE";"68719";"2009-06-16";;"19.19"
"170017";"1";"2009";"6";"GERALDO MESQUITA JÚNIOR";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04065033000170";"COMPANHIA DE ELETRICIDADE DO ACRE";"118416";"2009-06-17";;"19.99"
"214971";"2";"2009";"11";"FRANCISCO DORNELLES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"34230953000168";"Petróleo e Derivados Piraque Ltda";"S/Nº";"2009-11-29";;"50"
"214965";"2";"2009";"11";"FRANCISCO DORNELLES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"34035303000161";"Ponei Posto de Gasolina Ltda";"S/Nº";"2009-11-05";;"150"
"214966";"2";"2009";"11";"FRANCISCO DORNELLES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"34035303000161";"Ponei Posto de Gasolina Ltda";"S/Nº";"2009-11-12";;"150"
"214967";"2";"2009";"11";"FRANCISCO DORNELLES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"34035303000161";"Ponei Posto de Gasolina Ltda";"S/Nº";"2009-11-25";;"150"
"214969";"2";"2009";"11";"FRANCISCO DORNELLES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33277484000170";"Posto de Gasolina Quatro Estrelas Ltda";"S/Nº";"2009-11-03";;"85.02"
"214968";"2";"2009";"11";"FRANCISCO DORNELLES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33277484000170";"Posto de Gasolina Quatro Estrelas Ltda";"S/Nº";"2009-11-12";;"83.32"
"214970";"2";"2009";"11";"FRANCISCO DORNELLES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07387513000499";"SIC 2004 Combustíveis e Participantes Ltda";"S/Nº";"2009-11-16";;"50"
"226433";"3";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00000515264768";"Aluguel - Edmar Prado Lopes Filho";"S/Nº";"2009-12-10";;"1367.52"
"226432";"3";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00000515264768";"Aluguel - Edmar Prado Lopes Filho";"S/Nº";"2009-12-30";;"4000"
"226434";"3";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"78626846720";"Aluguel - Lúcia Maria Leite Ribeiro Prado Lopes";"S/Nº";"2009-12-30";;"4000"
"226443";"4";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33938119000240";"CELG - Companhia Distribuidora de Gás do RJ";"107533589";"2009-12-05";;"20.64"
"226441";"1";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"60444437000146";"Light Serviços de Eletricidade S/A";"2944182";"2009-12-08";;"36.78"
"226442";"1";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"60444437000146";"Light Serviços de Eletricidade S/A";"2926213";"2009-12-15";;"774.63"
"226458";"1";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33000118000179";"TELEMAR NORTE LESTE S/A";"64821";"2009-12-01";;"68.23"
"226436";"1";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33000118000179";"Telemar Norte Leste S/A";"00000002471";"2009-12-11";;"81.31"
"226438";"1";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33000118000179";"Telemar Norte Leste S/A";"00000004215";"2009-12-11";;"84.72"
"226435";"1";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33000118000179";"Telemar Norte Leste S/A";"00000004351";"2009-12-11";;"139.35"
"226437";"1";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33000118000179";"Telemar Norte Leste S/A";"00000004299";"2009-12-11";;"214.12"
"226439";"1";"2009";"12";"FRANCISCO DORNELLES";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33000118000179";"Telemar Norte Leste S/A";"00000004297";"2009-12-11";;"983.34"
"203269";"4";"2009";"9";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04895728000180";"Centrais Elétricas do Pará S/A";;"2009-09-30";;"872.64"
"203268";"4";"2009";"9";"FLEXA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04945341000190";"Companhia de Saneamento do Pará - COSANPA";;"2009-09-04";;"62.01"
