"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"316827";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02072286000308";"Petroil Combustíveis Ltda";"168383";"2010-11-25";;"112.43"
"316828";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02072286000308";"Petroil Conbustíveis Ltda";"164529";"2010-11-11";;"113.05"
"304940";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01553073000173";"Posto Antunes Ltda";"138464";"2010-11-01";;"50"
"304939";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01553073000173";"Posto Antunes Ltda";"138517";"2010-11-02";;"87.95"
"310303";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01553073000173";"Posto Antunes Ltda";"143935";"2010-11-17";;"50"
"310302";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01553073000173";"Posto Antunes Ltda";"144637";"2010-11-19";;"70"
"326612";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01553073000173";"Posto Antunes Ltda";"149218";"2010-11-26";;"50"
"326614";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01553073000173";"Posto Antunes Ltda";"149216";"2010-11-26";;"100"
"326615";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01553073000173";"Posto Antunes Ltda";"149917";"2010-11-27";;"50"
"310301";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17642679000115";"Posto Chaves Ltda";"041970";"2010-11-08";;"50"
"326613";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17642679000115";"Posto Chaves Ltda";"044336";"2010-11-23";;"124.97"
"326617";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00747850000158";"Posto Entrada Obrigatória Ltda";"274535";"2010-11-30";;"50"
"316829";"2";"2010";"11";"ELISEU RESENDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37088549000190";"Rex Comercial de Combust. Ltda";"011146";"2010-11-30";;"71.69"
"282814";"2";"2010";"6";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"75952788000992";"LASELVA";"130780";"2010-06-09";;"2.5"
"282831";"2";"2010";"6";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"75952788000135";"LASELVA";"139731";"2010-06-18";;"4"
"282833";"2";"2010";"6";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"75952788000135";"LASELVA";"140728";"2010-06-21";;"4.5"
"282819";"2";"2010";"6";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"09471334000118";"LOTERIA MESTRE SILVA";"0105";"2010-06-01";;"1.4"
"282855";"1";"2010";"6";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"09471334000118";"LOTERIA MESTRE SILVA";"0111";"2010-06-28";;"1.6"
"284240";"1";"2010";"6";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07038534000237";"POLICARTUCHO";"4272";"2010-06-16";;"90"
"285183";"1";"2010";"6";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07038534000237";"POLICARTUCHO";"4326";"2010-06-24";;"75"
"282820";"1";"2010";"6";"FLÁVIO ARNS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02897801000127";"CASA CHINA";"47278";"2010-06-01";;"3.98"
"282850";"2";"2010";"6";"FLÁVIO ARNS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"75154450000138";"7º TABELEÃO - DR. ANGELO VOLPI NETO";"00145";"2010-06-24";;"43.46"
"282843";"2";"2010";"6";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01982285000176";"AUTO POSTO BRIGADEIRO X LTDA.";"232492";"2010-06-19";;"50"
"282823";"2";"2010";"6";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03659961000109";"AUTO POSTO LUA CHEIA LTDA.";"206622";"2010-06-11";;"50"
"282830";"2";"2010";"6";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00084372000143";"AUTO POSTO MORRETES LTDA.";"150633";"2010-06-17";;"56.5"
"282813";"2";"2010";"6";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"AUTO POSTO OMS LTDA";"064512";"2010-06-08";;"73.25"
"282848";"2";"2010";"6";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"AUTO POSTO OMS LTDA.";"065290";"2010-06-23";;"100"
"282860";"2";"2010";"6";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"76008150000103";"AUTO POSTO PETRO BATEL";"020557";"2010-06-30";;"50"
"282853";"2";"2010";"6";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08546900000140";"AUTO POSTO RAIO DE SOL LTDA.";"172550";"2010-06-26";;"127"
"258667";"1";"2010";"3";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76496272000196";"JOÃO HAUPT & CIA. LTDA.";"73955";"2010-03-23";;"52"
"252882";"1";"2010";"3";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"76496272000196";"JOÃO HAUPT & CIA LTDA.";"062588";"2010-03-02";;"1.5"
"252888";"1";"2010";"3";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"03982921000195";"L&M - DISTRIBUIDORA DE BATERIAS";"3306";"2010-03-10";;"10"
"252905";"1";"2010";"3";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07038534000237";"POLICARTUCHO";"3545";"2010-03-22";;"140"
"247333";"4";"2010";"3";"FLÁVIO ARNS";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"91088328000167";"TERRA NETWORKS BRASIL S/A";"31456509";"2010-03-10";;"112.68"
"252893";"5";"2010";"3";"FLÁVIO ARNS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"06043809000187";"MAXIHOST";"176/14126882-9";"2010-06-18";;"15.9"
"258672";"3";"2010";"3";"FLÁVIO ARNS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"74020609934";"TABELIONATO LAPORTE";"348";"2010-03-29";;"7.89"
"258673";"2";"2010";"3";"FLÁVIO ARNS";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"75214593000198";"3º TABELIONATO DE NOTAS";"00057";"2010-03-29";;"7.95"
"252896";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"AIC AUTO POSTO";"1054";"2010-03-19";;"68"
"258669";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05979324000137";"AQUI-PARK ESTACIONAMENTOS";"7744";"2010-03-25";;"5"
"252901";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01982285000176";"AUTO POSTO BRIGADEIRO X LTDA.";"202661";"2010-03-22";;"50"
"252887";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09440254000103";"AUTO POSTO CLASSIC LTDA.";"165258";"2010-03-06";;"80"
"258674";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07482075000103";"AUTO POSTO COLOSSAL BATEL LTDA.";"501481";"2010-03-29";;"70.02"
"252908";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"AUTO POSTO OMS LTDA.";"059780";"2010-03-25";;"32.5"
"252918";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08215128000184";"AUTO POSTO OMS LTDA.";"059988";"2010-03-29";;"64"
"252890";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05658350000163";"AUTO POSTO VICENTE MACHADO LTDA.";"228419";"2010-03-11";;"20"
"258666";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05458386000101";"AUTO POSTO ZANCAN LTDA.";"191507";"2010-03-15";;"97.02"
"319022";"1";"2010";"12";"FÁTIMA CLEIDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05077149000192";"Restaurante e Pizzaria de Marca Ltda";"19665";"2010-12-06";;"53.24"
"319033";"2";"2010";"12";"FÁTIMA CLEIDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03247760000277";"Restaurante Mangai - Maia & Tavares Ltda";"183804";"2010-12-08";;"45.87"
"319023";"1";"2010";"12";"FÁTIMA CLEIDE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03186904000141";"SUFLA Alimentação e Diversões";"23372";"2010-12-01";;"94.16"
"227776";"1";"2010";"1";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04850792000144";"Citel Service";"0526";"2010-01-15";;"12568.96"
"227774";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00480025000130";"Arco Íris Petróleo Comércio e Serviços Ltda.";"107546";"2010-01-14";;"105"
"227769";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05256794000172";"Auto Posto LS Comércio de Derivados de Petróleo Ltda.";"35223";"2010-01-04";;"50"
"227771";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00038505000226";"Conver Combustíveis Veículos e Representações Ltda.";"85352";"2010-01-09";;"100"
"227773";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00038505000226";"Conver Combustíveis Veículos e Representações Ltda.";"85513";"2010-01-13";;"70"
"227777";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00038463000819";"Lubrificantes Gasol Indústria e Comércio Ltda.";"149644";"2010-01-16";;"100"
"227778";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00038463000819";"Lubrificantes Gasol Indústria e Comércio Ltda.";"149732";"2010-01-20";;"100"
"227779";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02072286000308";"Petroil Combustíveis ";"002282";"2010-01-21";;"100"
"227772";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05158335000156";"Posto Cidadão Capaz";"15934";"2010-01-06";;"100"
"227770";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"72639297000140";"Restaurante Kishimoto Ltda-ME";"0460";"2010-01-08";;"420"
"227775";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"72639297000140";"Restaurante Kishimoto Ltda-ME";"0464";"2010-01-15";;"650"
"227780";"1";"2010";"1";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"72639297000140";"Restaurante Kishimoto Ltda-ME";"0465";"2010-01-27";;"20"
"240696";"1";"2010";"2";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04850792000144";"Citel Service";"0534";"2010-02-17";;"10616.43"
"240687";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08202116000115";"Auto Posto Aeroporto Ltda";"17385";"2010-02-02";;"95"
"240686";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05000684000226";"Auto Posto Peter Pan 01 Ltda.";"73004";"2010-02-01";;"50"
"240702";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00097626000168";"Brasal Combustíveis Ltda.";"25762";"2010-02-24";;"50"
"240688";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00373589000416";"Cal Combustíveis Automotivos Ltda.";"231682";"2010-02-02";;"136"
"247342";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S.A";"375248";"2010-03-16";;"7.6"
"247350";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S.A";"724106";"2010-03-18";;"7.6"
"252916";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S.A";"153211";"2010-03-27";;"7.6"
"247356";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S.A.";"35814";"2010-03-19";;"6.7"
"247357";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S.A.";"136240";"2010-03-19";;"7.6"
"252909";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S.A.";"383371";"2010-03-25";;"7.6"
"252911";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S.A.";"736164";"2010-03-26";;"7.6"
"247345";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S/A";"51883";"2010-03-06";;"6.7"
"247341";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221358000170";"CAMINHOS DO PARANÁ S/A";"78107";"2010-03-16";;"7.6"
"252898";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"45543915032628";"CARREFOUR COMÉRCIO E INDUSTRIA LTDA.";"3825";"2010-03-20";;"30"
"247344";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221531000563";"CCR - RODONORTE";"115028";"2010-03-16";;"5.6"
"252910";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221531000563";"CCR - RODONORTE";"115028";"2010-03-25";;"5.6"
"252894";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221531000563";"CCR -RODONORTE";"119228";"2010-03-19";;"5.6"
"252914";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"72049885000124";"CHURRASCARIA PORTAL";"023604";"2010-03-26";;"202"
"247327";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASILEIRA DE DISTRIBUIÇÃO";"143552";"2010-03-05";;"91.57"
"247328";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASILEIRA DE DISTRIBUIÇÃO";"144731";"2010-03-07";;"55.23"
"252900";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA. BRASILEIRA DE DISTRIBUIÇÃO";"156606";"2010-03-21";;"106.13"
"252917";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"47508411061023";"CIA.BRASILEIRA DE DISTRIBUIÇÃO";"162030";"2010-03-28";;"80.01"
"247354";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"79964177000915";"COMERCIO DE COMB. PASTORELLO LTDA.";"220078";"2010-03-18";;"80.05"
"247325";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10865078000122";"COMMO GASTRONOMIA LTDA.";"001580";"2010-03-01";;"46"
"247329";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221155000183";"CONCESSIONÁRIA ECOVIA CAMINHO DO MAR S/A";"4A3A07F5";"2010-03-05";;"12.7"
"252899";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02221155000183";"CONCESSIONÁRIA ECOVIA CAMINHO DO MAR S/A";"1EBA6CAC";"2010-03-20";;"12.7"
"240691";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00038505000226";"Conver Combustíveis Veículos e Representações Ltda.";"85803";"2010-02-04";;"50"
"240694";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00038505000226";"Conver Combustíveis Veículos e Representações Ltda.";"86176";"2010-02-09";;"100"
"240700";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00038505000226";"Conver Combustíveis Veículos e Representações Ltda.";"86468";"2010-02-22";;"50"
"240689";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00603738000739";"Gasol Combustíveis Automotivos Ltda.";"17660";"2010-02-03";;"115"
"240690";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00603738000739";"Gasol Combustíveis Automotivos Ltda.";"17686";"2010-02-04";;"50"
"240692";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00603738000739";"Gasol Combustíveis Automotivos Ltda.";"17747";"2010-02-08";;"197.56"
"240699";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00603738000739";"Gasol Combustíveis Automotivos Ltda.";"17894";"2010-02-22";;"191.34"
"240697";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02819516000198";"Paulo Cesar da Costa Restaurante-ME";"015422";"2010-02-18";;"469.15"
"240701";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02072286000308";"Petroil Combustíveis ";"002485";"2010-02-23";;"20"
"240693";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11068342000160";"PMD Comércio Varejista de Alim. Ltda. EPP";"018233";"2010-02-08";;"56.45"
"240695";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"72639297000140";"Restaurante Kishimoto Ltda-ME";"0469";"2010-02-09";;"920"
"240698";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"72639297000140";"Restaurante Kishimoto Ltda-ME";"0470";"2010-02-18";;"900"
"240703";"1";"2010";"2";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"72639297000140";"Restaurante Kishimoto Ltda-ME";"0473";"2010-02-26";;"910"
"248904";"1";"2010";"3";"FERNANDO COLLOR";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04850792000144";"Citel Service";"0540";"2010-03-16";;"10616.43"
"248906";"2";"2010";"3";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05256794000172";"Auto Posto JK";"157420";"2010-03-20";;"186.74"
"248910";"1";"2010";"3";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05256794000172";"Auto Posto JK";"35912";"2010-03-20";;"186.74"
"248912";"1";"2010";"3";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01604974000147";"Auto Posto 208 Sul Ltda.";"74674";"2010-03-23";;"54"
"248915";"1";"2010";"3";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08202116000115";"Auuto Posto Aeroporto Ltda";"18548";"2010-03-08";;"129.65"
"248909";"1";"2010";"3";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00373589000505";"Cal Combustíveis Automotivos Ltda.";"114622";"2010-03-20";;"150"
"248916";"1";"2010";"3";"FERNANDO COLLOR";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00306597000520";"Cascol Combustíveis para Veículos Ltda.";"87867";"2010-03-12";;"151"
"252902";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"82032640000148";"CRYSTAL DISTRIBUIDORA ";"04319";"2010-03-22";;"16"
"252895";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09078689000141";"ELITE PALACE HOTEL ";"4714";"2010-03-19";;"241.3"
"247336";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"78095023000114";"EMPRESA HOTELEIRA RAFAGNIN ANDREOLA LTDA.";"126915";"2010-03-09";;"155"
"258671";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"76714542000198";"ESTACIONAMENTO CENTRAL LTDA.";"68345";"2010-03-29";;"5"
"258668";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00251574000132";"ESTACIONAMENTO GARMATTER LTDA.";"27222";"2010-03-25";;"11.25"
"247338";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10485673000990";"GARAGENS REUNIDAS DO PARANÁ";"1600000000003.818";"2010-03-12";;"8"
"258675";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10485673000302";"GARAGENS REUNIDAS DO PARANÁ";"4857";"2010-03-30";;"14"
"247326";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09109567001732";"GOLDEN TULIP BRASILIA ALVORADA";"002871";"2010-03-02";;"121.58"
"252906";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09109567001732";"GOLDEN TULIP BRASILIA ALVORADA";"004100";"2010-03-24";;"62.14"
"252919";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09109567001732";"GOLDEN TULIP BRASILIA ALVORADA ";"004641";"2010-03-31";;"39.45"
"247330";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09109567001732";"GOLDEN TULIP BRASÍLIA ALVORADA ";"003415";"2010-03-09";;"64.05"
"247348";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00210466000111";"GRANDE HOTEL ";"41023";"2010-03-17";;"148"
"247337";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"40236630000184";"H TORRES COMERCIO LTDA.";"009668";"2010-03-11";;"37.4"
"247355";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"76347087000130";"HOTEL PALMEIRAS";"37208";"2010-03-18";;"170"
"252915";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"76347087000130";"HOTEL PALMEIRAS";"37317";"2010-03-26";;"177.8"
"258670";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"77790160000106";"HOTEL PARANÁ SUITE";"86950";"2010-03-25";;"12"
"252921";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"79173639000200";"IRMÃOS BERTOLDI LTDA.";"228092";"2010-03-23";;"67.09"
"252920";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11121182000175";"LM CONGONHAS COM. DE PRODUTOS ALIMENTICIOS LTDA.";"062962";"2010-03-31";;"5.4"
"252904";"1";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01019348000193";"MUNITA BUFFET";"32638";"2010-03-24";;"220"
"252928";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09325109000173";"PEDÁGIO AUTOPISTA";"6730";"2010-03-06";;"2.9"
"252927";"2";"2010";"3";"FLÁVIO ARNS";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09325109000173";"PEDÁGIO AUTOPISTA";"2510";"2010-03-06";;"2.9"
