"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"2194482";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"13279434000114";"E NASCIMENTO AGÊNCIA DE PUBLICIDADE E MARKETING - ME";"632";"2023-02-28";"Despesa com divulgação da atividade parlamentar";"400"
"2194458";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"05248037000157";"EMPRESA JORNALISTICA EXTRA DE RONDÔNIA LTDA";"00000031";"2023-02-24";"Despesa com divulgação da atividade parlamentar";"800"
"2194456";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"03670374000102";"FUNDAÇÃO AMAZÔNIA GLOBAL";"1001";"2023-02-27";"Despesa com divulgação da atividade parlamentar";"500"
"2194370";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"01108101000143";"FUNDAÇÃO DOM REY (RÁDIO EDUCADORA)";"1584";"2023-02-27";"Despesa com divulgação da atividade parlamentar";"600"
"2194565";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"23858009000133";"J T PUBLICIDADE E MARKETING LTDA";"000000000000423/A";"2023-02-28";"Despesa com divulgação da atividade parlamentar";"500"
"2194364";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"33922957000144";"LEIVINHA PEREIRA DE OLIVEIRA";"000000000000402/A";"2023-02-23";"Despesa com divulgação da atividade parlamentar";"700"
"2194455";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"25525794000138";"LUCELIO CAMPOS COSTA 73185639200";"00000009";"2023-02-27";"Despesa com divulgação da atividade parlamentar";"400"
"2194479";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"43205730000131";"MARCO AURÉLIO CÂNDIDO";"106";"2023-02-27";"Despesa com divulgação da atividade parlamentar";"300"
"2194460";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"08575232000180";"RÁDIO ONDA SUL FM LTDA ME";"1817";"2023-02-27";"Despesa com divulgação da atividade parlamentar";"567"
"2194495";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"05244225000107";"REDE DE COMUNICAÇÕES SCHWUANTES LTDA ME";"17000";"2023-02-28";"Despesa com divulgação da atividade parlamentar";"1000"
"2194365";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"23652846000101";"ROBERTO GUTIERREZ DA ROCHA M.E.I";"216";"2023-02-27";"Despesa com divulgação da atividade parlamentar";"400"
"2194457";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"46937240000118";"SARA VICTORIA LOPES PANTOJA";"000000000000060/A";"2023-02-27";"Despesa com divulgação da atividade parlamentar";"500"
"2194461";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"04272671000162";"SISTEMA ZANON DE TELECOMUNICAÇÕES LTDA - ME";"3162";"2023-02-27";"Despesa com divulgação da atividade parlamentar";"500"
"2192518";"7";"2023";"1";"ELMANO FÉRRER";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06277571000154";"IMOBILIÁRIA SANTA CLARA LTDA.";"28713";"2023-01-02";"REFERENTE AO PAGAMENTO DO ALUGUEL DO ESCRITÓRIO DO SENADOR ELMANO FÉRRER, EM TERESINA-PI.";"4021.9"
"2192517";"7";"2023";"1";"ELMANO FÉRRER";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"11200118000180";"ART CORES COMÉRCIO E SERVIÇOS DE INFORMÁTICA LTDA";"3109";"2023-01-06";"REFERENTE À DESPESA COM LOCAÇÃO DE IMPRESSORA PARA USO NO ESCRITÓRIO DO SENADOR ELMANO FÉRRER, EM TERESINA-PI.";"190"
"2192512";"7";"2023";"1";"ELMANO FÉRRER";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02583994000141";"ICONE COMUNICAÇÃO LTDA.";"7347";"2023-01-09";"REFERENTE À DESPESA COM ASSESSORIA EM COMUNICAÇÃO.";"5560"
"2192511";"7";"2023";"1";"ELMANO FÉRRER";"Divulgação da atividade parlamentar";"35999464000138";"ANDRÉ LUIZ SANTOS MAGALHÃES";"80";"2023-01-03";"REFERENTE À DESPESA COM DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"8000"
"2192513";"7";"2023";"1";"ELMANO FÉRRER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02384264000383";"BRASIL PETROLEO LTDA.";"10013";"2023-01-03";"REFERENTE À DESPESA COM COMBUSTÍVEIS.";"2958.95"
"2193123";"7";"2023";"1";"ELMANO FÉRRER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02384264000383";"BRASIL PETROLEO LTDA.";"10054";"2023-01-30";"REFERENTE À DESPESA COM COMBUSTÍVEIS.";"1853.85"
"2192514";"4";"2023";"1";"ELMANO FÉRRER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17577449000110";"MY CAR LOCAÇÃO DE VEICULOS LTDA";"1334/2023";"2023-01-06";"REFERENTE À DESPESA DE LOCAÇÃO DE VEÍCULO.";"975"
"2192540";"6";"2023";"1";"ELMANO FÉRRER";"Passagens aéreas, aquáticas e terrestres nacionais";"33953023000170";"GOTOGATE AGÊNCIA DE VIAGENS LTDA.";"DZIMNW";"2022-12-25";"Companhia Aérea: TAM, Localizador: DZIMNW. Passageiros: ELMANO FÉRRER DE ALMEIDA (Matrícula 295957, PARLAMENTAR), Voo: 3738 - TERESINA-FORTALEZA - 02/01/23; ";"2711.09"
"2193096";"6";"2023";"1";"ELMANO FÉRRER";"Passagens aéreas, aquáticas e terrestres nacionais";"02012862000160";"TAM LINHAS AÉREAS S.A.";"FSVQGH";"2022-12-26";"Companhia Aérea: TAM, Localizador: FSVQGH. Passageiros: ELMANO FÉRRER DE ALMEIDA (Matrícula 295957, PARLAMENTAR), Voo: 3737 - FORTALEZA-TERESINA - 09/01/23; ";"673.22"
"2192522";"6";"2023";"1";"ELMANO FÉRRER";"Passagens aéreas, aquáticas e terrestres nacionais";"02012862000160";"TAM LINHAS AÉREAS S.A.";"MCOOMK";"2023-01-11";"Companhia Aérea: TAM, Localizador: MCOOMK. Passageiros: ELMANO FÉRRER DE ALMEIDA (Matrícula 295957, PARLAMENTAR), Voo: 3658 - BRASÍLIA-TERESINA - 12/01/23; ";"2915.27"
"2193098";"6";"2023";"1";"ELMANO FÉRRER";"Passagens aéreas, aquáticas e terrestres nacionais";"02012862000160";"TAM LINHAS AÉREAS S.A.";"JSQLEN";"2023-01-22";"Companhia Aérea: TAM, Localizador: JSQLEN. Passageiros: ELMANO FÉRRER DE ALMEIDA (Matrícula 295957, PARLAMENTAR), Voo: 3661 - TERESINA-BRASÍLIA - 23/01/23; ";"3221.64"
"2193099";"6";"2023";"1";"ELMANO FÉRRER";"Passagens aéreas, aquáticas e terrestres nacionais";"02012862000160";"TAM LINHAS AÉREAS S.A.";"EDQKUB";"2023-01-26";"Companhia Aérea: TAM, Localizador: EDQKUB. Passageiros: ELMANO FÉRRER DE ALMEIDA (Matrícula 295957, PARLAMENTAR), Voo: 3658 - BRASÍLIA-TERESINA - 27/01/23; ";"482.27"
"2194847";"7";"2023";"2";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"49534890000100";"49.534.890 BENEDITO APARECIDO BARBOSA";"00000001";"2023-03-02";"Despesa com divulgação da atividade parlamentar";"800"
"2194491";"7";"2023";"2";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27721352000192";"O POSTINHO 04";"000099496";"2023-02-28";"Despesa com combustível usado por Jonassi Antonio Benha para trabalho parlamentar.";"219.94"
"2194850";"7";"2023";"2";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"35506012000177";"VÁREA COMÉRCIO DE COMBUSTÍVEIS LTDA";"000260413";"2023-02-03";"Despesa com combustível usado pela serv. Vilma para compromissos do parlamentar";"288.32"
"2194530";"6";"2023";"2";"CONFÚCIO MOURA";"Passagens aéreas, aquáticas e terrestres nacionais";"76080738000178";"EUCATUR - EMPRESA UNIÃO CASCAVEL DE TRANSPORTE E TURISMO LTDA";"0550433074";"2023-02-11";"Despesa com passagem terrestre da servidora";"438.64"
"2195975";"6";"2023";"2";"CONFÚCIO MOURA";"Passagens aéreas, aquáticas e terrestres nacionais";"34026458000131";"EUMAIS MULTISERVIÇOS LTDA";"0550403416";"2023-02-12";"Despesa com passagem terrestre";"395.77"
"2195974";"6";"2023";"2";"CONFÚCIO MOURA";"Passagens aéreas, aquáticas e terrestres nacionais";"34026458000131";"EUMAIS MULTISERVIÇOS LTDA";"0550465640";"2023-02-13";"Despesa com passagens terrestre";"211"
"2195563";"7";"2023";"3";"CONFÚCIO MOURA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"45726981200";"DANIEL FÁVERO";"14/2023";"2023-03-10";"Despesa com aluguel do escritório de apoio";"1300"
"2195973";"7";"2023";"3";"CONFÚCIO MOURA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"04772053000181";"R S DA COSTA SILVA";"000.000.090";"2023-03-22";"Despesa com papel para uso no escritório de apoio";"90"
"2195708";"7";"2023";"3";"CONFÚCIO MOURA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"18804888000180";"RICHARD LOPES DOS SANTOS EPP";"15";"2023-03-07";"Despesa com manutenção de website institucional; Manutenção de sistema de gestão de banco de dados. Ref. Março 2023";"1650"
"2196120";"7";"2023";"3";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"32223966000184";"ANDRÉ LUIZ SOARES MACHADO";"000000000000115/A";"2023-03-27";"Despesa com divulgação da atividade parlamentar";"300"
"2196121";"7";"2023";"3";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"34009294000134";"C B FIRME PUBLICIDADE";"00000156";"2023-03-22";"Despesa com divulgação da atividade parlamentar";"500"
"2196123";"7";"2023";"3";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"05248037000157";"EMPRESA JORNALISTICA EXTRA DE RONDÔNIA LTDA";"00000047";"2023-03-23";"Despesa com divulgação da atividade parlamentar";"800"
"2196134";"7";"2023";"3";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"01108101000143";"FUNDAÇÃO DOM REY (RÁDIO EDUCADORA)";"1601";"2023-03-27";"Despesa com divulgação da atividade parlamentar";"600"
"2196125";"7";"2023";"3";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"33922957000144";"LEIVINHA PEREIRA DE OLIVEIRA";"000000000000409/A";"2023-03-27";"Despesa com divulgação da atividade parlamentar";"700"
"2196126";"7";"2023";"3";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"25525794000138";"LUCELIO CAMPOS COSTA 73185639200";"00000014";"2023-03-27";"Despesa com divulgação da atividade parlamentar";"400"
"2196127";"7";"2023";"3";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"23652846000101";"ROBERTO GUTIERREZ DA ROCHA M.E.I";"217";"2023-03-27";"Despesa com divulgação da atividade parlamentar";"400"
"2192521";"6";"2023";"1";"ELMANO FÉRRER";"Passagens aéreas, aquáticas e terrestres nacionais";"07575651000159";"VRG LINHAS AÉREAS S/A - GOL LINHAS AÉREAS INTELIGENTES";"AEMLUU";"2023-01-09";"Companhia Aérea: GOL, Localizador: AEMLUU. Passageiros: ELMANO FÉRRER DE ALMEIDA (Matrícula 295957, PARLAMENTAR), Voo: 1717 - TERESINA-BRASÍLIA - 10/01/23; ";"2964.64"
"2192516";"7";"2023";"1";"ELMANO FÉRRER";"Serviços de Segurança Privada";"03582594000184";"SECOPI - SERVIÇOS COMERCIAIS DO PIAUÍ LTDA.";"308690";"2023-01-06";"REFERENTE À DESPESA COM SEGURANÇA E MONITORAMENTO DO ESCRITÓRIO DO SENADOR ELMANO FÉRRER, EM TERESINA-PI.";"551.98"
"2192969";"4";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08336783000190";"Celesc Distribuição S.A.";"FAT-01-2022983622650-9";"2023-01-02";;"264.99"
"2192968";"4";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08336783000190";"Celesc Distribuição S.A.";"FAT-01-20229837622661-17";"2023-01-02";;"376.58"
"2192987";"4";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"81784423000141";"CONDOMINIO EDIFICIO MAPIL";"0225 0001 00101 01 2023";"2023-01-23";;"1326.13"
"2192988";"4";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"81784423000141";"CONDOMINIO EDIFICIO MAPIL";"0225 0001 001101 01 2023";"2023-01-23";;"1409.44"
"2192992";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"36023011000134";"DM INSTALAÇÕES";"48";"2023-01-25";;"500"
"2193374";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"04629488000171";"KHRONOS SEGURANÇA PRIVADA -LTDA";"39058";"2023-01-04";;"255.98"
"2192985";"5";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"82892282000143";"PREFEITURA MUNICIPAL DE FLORIANÓPOLIS";"306201179";"2023-01-04";;"2820.34"
"2192986";"5";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"82892282000143";"PREFEITURA MUNICIPAL DE FLORIANÓPOLIS";"306201174";"2023-01-04";;"3468.36"
"2192990";"4";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02421421000111";"TIM S.A.";"4865886581";"2023-01-01";;"159.99"
"2193373";"4";"2023";"1";"ESPERIDIÃO AMIN";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02558157001304";"VIVO  - TELEFONICA BRASIL S.A.";"0000333359303";"2023-01-19";;"300.47"
"2192981";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"79846465000118";"GOEDERT LTDA";"000.799.372";"2023-01-23";;"278.56"
"2193467";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"15379008000188";"GUSTAVO  MORAES PENG";"8059";"2023-02-03";;"241"
"2192983";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02203379000162";"INFOSHOP INFORMÁTICA LTDA";"000054432";"2023-01-23";;"206"
"2196129";"7";"2023";"3";"CONFÚCIO MOURA";"Divulgação da atividade parlamentar";"46937240000118";"SARA VICTORIA LOPES PANTOJA";"000000000000076/A";"2023-03-27";"Despesa com divulgação da atividade parlamentar";"500"
"2196172";"7";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11567031000145";"FRANÇA & PAIVA LTDA - ME";"11626";"2023-03-24";"Despesa com hospedagem do parlamentar 
Check-in: 23/03 Check-out: 24/03/2023";"135"
"2196199";"7";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08990010000123";"HOTEL ECOS LTDA";"00000588";"2023-03-28";"Despesa com hospedagem do parlamentar de 24/03 a 25/03/2023";"141"
"2196190";"7";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09082304000110";"HOTEL PORTO MADEIRA EIRELI - EPP";"00000000031771/A";"2023-03-23";"Despesa com hospedagem do parlamentar Check-in: 22/03 Check-out: 23/03/2023";"250"
"2196176";"7";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08450385000109";"LINX COMÉRCIO DE PRODUTOS MAIS LTDA";"000.053.365";"2023-03-25";"Despesa com combustíveis";"415"
"2196162";"7";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"20675006000176";"MENDONÇA & TESTONI COMBUSTÍVEIS LTDA - EPP";"000065958";"2023-03-23";"Despesa com combustíveis";"375.19"
"2196200";"4";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04320901000111";"MONTEIRO RENT A CAR LTDA-ME";"40514";"2023-03-28";"Despesa com locação de veículo no período de 22/03 a 28/03/2023";"3600"
"2196186";"7";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15024787000107";"O. P. ALVES VASCONCELOS HOTEL EIRELI ME";"000000000035060/A";"2023-03-28";"Despesa com hospedagem do parlamentar Check-in 26/03 a Check-out; 28/03/2023";"780"
"2196165";"7";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"33455248000104";"RESTAURANTE SAL DA TERRA GOURMET LTDA";"000.007.243";"2023-03-24";"Despesa com alimentação em compromisso parlamentar";"246.82"
"2196168";"7";"2023";"3";"CONFÚCIO MOURA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"14885672000136";"W. MARCON &  CIA LTDA ME";"000227632";"2023-03-24";"Despesa com alimentação em compromisso parlamentar";"114.83"
"2196062";"6";"2023";"3";"CONFÚCIO MOURA";"Passagens aéreas, aquáticas e terrestres nacionais";"14443929000108";"MERLY VIAGENS & TURISMO LTDA-ME";"EZZRAA";"2023-03-04";"Companhia Aérea: GOL, Localizador: EZZRAA. Passageiros: CONFUCIO AIRES MOURA (Matrícula 341013, PARLAMENTAR), Voo: 1478 - BSB/PVH - 22/03/23; CONFUCIO AIRES MOURA (Matrícula 341013, PARLAMENTAR), Voo: 1479 - PVH/BSB - 28/03/23; ";"1686.63"
"2195011";"7";"2023";"2";"DAMARES ALVES";"Divulgação da atividade parlamentar";"46248250000146";"Lucas Gleicon Fernandes Camargos";"5";"2023-03-06";"Divulgação Parlamentar.";"7000"
"2195014";"2";"2023";"2";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18055554000151";"POSTO Z+Z 314 SUL LTDA";"000897534";"2023-02-28";;"278.1"
"2196687";"7";"2023";"3";"DAMARES ALVES";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"21793072000103";"CARVALHO DA SILVA ADVOGADOS ASSOCIADOS - CARVALHO DA SILVA ADVOCACIA E CONSULTORIA";"4";"2023-03-22";;"5000"
"2196665";"4";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07319323000191";"ALVORADA VEÍCULOS LTDA";"23482";"2023-03-30";;"2200"
"2196343";"1";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02223966006669";"ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA";"00155585";"2023-03-23";;"475.59"
"2193370";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02203379000162";"INFOSHOP INFORMÁTICA LTDA";"000054479";"2023-01-26";;"128"
"2193807";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02351877000152";"LOCAWEB SERVICOS DE INTERNET S";"06899160";"2022-09-21";;"13.71"
"2193806";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02351877000152";"LOCAWEB SERVICOS DE INTERNET S";"06899159";"2022-09-21";;"18.25"
"2193805";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02351877000152";"LOCAWEB SERVICOS DE INTERNET S";"07458852";"2022-12-23";;"54.01"
"2193808";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02351877000152";"LOCAWEB SERVICOS DE INTERNET S";"07458851";"2022-12-23";;"136.1"
"2193804";"7";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"02351877000152";"LOCAWEB SERVICOS DE INTERNET S";"07646095";"2023-01-23";;"78.79"
"2193442";"2";"2023";"1";"ESPERIDIÃO AMIN";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05334056000104";"RICARDO & PATRICIA LTDA - ME";"087378";"2023-01-30";;"132"
"2192991";"7";"2023";"1";"ESPERIDIÃO AMIN";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"03985505000140";"VENTURA 360 -  PRODUCOES DE CONTEUDO LTDA";"31";"2023-01-09";;"2350"
"2193455";"7";"2023";"1";"ESPERIDIÃO AMIN";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"03985505000140";"VENTURA 360 -  PRODUCOES DE CONTEUDO LTDA";"32";"2023-02-03";;"750"
"2193367";"7";"2023";"1";"ESPERIDIÃO AMIN";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01401005000350";"AVILA COMERCIO DE COMBUSTIVEIS LTDA";"000134984";"2023-01-13";;"269.5"
"2193862";"4";"2023";"1";"ESPERIDIÃO AMIN";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"95803839000174";"INOVA FLORIANÓPOLIS";"87604";"2023-02-10";;"2133.33"
"2192989";"7";"2023";"1";"ESPERIDIÃO AMIN";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07425595000176";"MDESTRI COMBUSTIVEIS LUBRIFICANTES LTDA";"953";"2023-01-02";;"1946.9"
"2192978";"6";"2023";"1";"ESPERIDIÃO AMIN";"Passagens aéreas, aquáticas e terrestres nacionais";"00556066000162";"FIBRATUR TURISMO E VIAGENS LTDA";"FCXUSS";"2023-01-17";"Companhia Aérea: GOL, Localizador: FCXUSS. Passageiros: ESPERIDIÃO AMIN HELOU FILHO (Matrícula 137367, PARLAMENTAR), Voo: 1758 - BRASÍLIA/FLORIANÓPOLIS - 24/01/23; ";"697.09"
"2196091";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02223966006669";"ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA";"00155592";"2023-03-23";;"529"
"2195949";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03425227000177";"AUTO POSTO AVENIDA LTDA";"361655";"2023-03-20";;"110"
"2196668";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00692418000700";"AUTO POSTO CINCO ESTRELAS LTDA";"193931";"2023-03-16";;"50"
"2196672";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03951672000170";"AUTO POSTO SOF NORTE LTDA";"1079831";"2023-03-24";;"177.77"
"2196678";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37063328001996";"AUTO SHOPPING DERIVADOS DE PETROLEO LTDA.";"422515";"2023-03-25";;"205.13"
"2195118";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00306597006561";"CASCOL COMBUSTÍVEIS";"1265582";"2023-03-03";;"50"
"2195526";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00306597009072";"MELHOR 02 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"970940";"2023-03-15";;"263.62"
"2195515";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00306597007614";"MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"000592810";"2023-03-10";;"131.33"
"2195507";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00306597007614";"MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"595825";"2023-03-14";;"246.45"
"2195951";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00306597007614";"MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"600914";"2023-03-21";;"143.44"
"2196283";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00306597007614";"MELHOR 10 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"606962";"2023-03-29";;"250.21"
"2195116";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32216743000190";"POSTO 309 SUL";"000059358";"2023-03-08";;"146.31"
"2196680";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32216743000190";"POSTO 309 SUL";"192396";"2023-03-31";;"100"
"2195117";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32590257000137";"POSTO 310 SUL";"000143595";"2023-03-01";;"250"
"2195119";"7";"2023";"3";"DAMARES ALVES";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"31761110000108";"SANSAO COMERCIO DE COMBUSTIVEL LTDA";"1017539";"2023-03-03";;"150"
"2193097";"3";"2023";"1";"DANIELLA RIBEIRO";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"10632083000195";"Almeida Contabilidade e Escritório Virtual LTDA - ME / RESOLUTE Escritórios Virtuais";"S/N";"2023-01-30";;"1500"
"2192868";"7";"2023";"1";"DANIELLA RIBEIRO";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"44271004000180";"Alessandra do Nascimento Silva/ THEA Comunicações";"202300000000003";"2023-01-24";;"700"
